varmegye_kod,varmegye,oevk,telepules_kod,telepules,tevk,szavazokor,szavazokor_cim,iranyitoszam,pir,kijelolt,akadalymentes,szavazokor_id,oevk_id
01,BUDAPEST,01,001,Budapest I,01,001,Úri utca 38. (Önkormányzat Intézménye),1014,1014,N,I,01-001-001,01-01
01,BUDAPEST,01,001,Budapest I,01,002,Tárnok utca 9-11. (Budavári Általános Iskola),1014,1014,N,I,01-001-002,01-01
01,BUDAPEST,01,001,Budapest I,02,003,Toldy Ferenc utca 9. (Toldy Ferenc Gimnázium),1011,1011,N,I,01-001-003,01-01
01,BUDAPEST,01,001,Budapest I,02,004,Fő utca 31. (III. sz. Idősek Klubja),1011,1011,N,I,01-001-004,01-01
01,BUDAPEST,01,001,Budapest I,03,005,Batthyány u. 8. (Batthyány Lajos Általános Iskola),1011,1011,N,N,01-001-005,01-01
01,BUDAPEST,01,001,Budapest I,03,006,Toldy Ferenc utca 66. (Vízivárosi Óvoda),1015,1015,N,I,01-001-006,01-01
01,BUDAPEST,01,001,Budapest I,04,007,Hattyú utca 16. (I. sz. Idősek Klubja),1015,1015,N,N,01-001-007,01-01
01,BUDAPEST,01,001,Budapest I,04,008,Attila út 135-137. (Kosztolányi Dezső Gimnázium),1015,1015,N,I,01-001-008,01-01
01,BUDAPEST,01,001,Budapest I,05,009,Attila út 89. (Szociális Szolgáltatási Központ),1012,1012,N,I,01-001-009,01-01
01,BUDAPEST,01,001,Budapest I,05,010,Attila út 43. (Petőfi Sándor Gimnázium),1013,1013,N,I,01-001-010,01-01
01,BUDAPEST,01,001,Budapest I,06,011,Mészáros utca 5-7. (Szilágyi Erszébet Gimnázium),1013,1013,N,I,01-001-011,01-01
01,BUDAPEST,01,001,Budapest I,06,012,Nyárs utca 2-4. (Nyárs utcai Óvoda),1016,1016,N,I,01-001-012,01-01
01,BUDAPEST,01,001,Budapest I,07,013,Mészáros utca 5-7. (Szilágyi Erzsébet Gimnázium),1016,1016,N,I,01-001-013,01-01
01,BUDAPEST,01,001,Budapest I,07,014,Attila út 43. (Petőfi Sándor Gimnázium),1013,1013,N,I,01-001-014,01-01
01,BUDAPEST,01,001,Budapest I,08,015,Lisznyai utca 40-42. (Lisznyai utcai Ált. Isk.),1016,1016,N,I,01-001-015,01-01
01,BUDAPEST,01,001,Budapest I,08,016,Tigris utca 58-60. (TIgris utcai Óvoda),1016,1016,N,I,01-001-016,01-01
01,BUDAPEST,04,002,Budapest II,05,001,Ürömi u. 64. (Újlaki Ált. Isk.),1023,1023,N,N,01-002-001,01-04
01,BUDAPEST,04,002,Budapest II,05,002,Lajos u. 1-5. (Than Károly Gimn.),1023,1023,N,N,01-002-002,01-04
01,BUDAPEST,04,002,Budapest II,05,003,Lajos u. 1-5. (Than Károly Gimn.),1027,1027,N,N,01-002-003,01-04
01,BUDAPEST,04,002,Budapest II,04,004,Bolyai u. 15. (Óvoda),1023,1023,N,N,01-002-004,01-04
01,BUDAPEST,04,002,Budapest II,06,005,Áldás u. 1. (Ált. Iskola),1025,1025,N,N,01-002-005,01-04
01,BUDAPEST,04,002,Budapest II,05,006,Ürömi u. 64. (Újlaki Ált. Isk.),1025,1025,N,N,01-002-006,01-04
01,BUDAPEST,04,002,Budapest II,06,007,Törökvész út 18. (Kézműv. Óvoda),1025,1025,N,I,01-002-007,01-04
01,BUDAPEST,04,002,Budapest II,04,008,Áldás u. 1. (Ált. Isk.),1022,1022,N,N,01-002-008,01-04
01,BUDAPEST,04,002,Budapest II,04,009,Áldás u. 1. (Ált. Isk.),1025,1025,N,N,01-002-009,01-04
01,BUDAPEST,04,002,Budapest II,07,010,Felvinci út 6-8. (Kollégium),1022,1022,I,N,01-002-010,01-04
01,BUDAPEST,04,002,Budapest II,02,011,Keleti K. u. 37. (II. Rákóczi F.Gimn.),1022,1022,N,I,01-002-011,01-04
01,BUDAPEST,04,002,Budapest II,07,012,Fillér u. 70-76. (Fillér Ált. Isk.),1022,1022,N,I,01-002-012,01-04
01,BUDAPEST,04,002,Budapest II,07,013,Pasaréti út 41. (Bölcsőde),1026,1026,N,N,01-002-013,01-04
01,BUDAPEST,04,002,Budapest II,08,014,Fillér utca 70-76. (Fillér Ált. Isk.),1022,1022,N,I,01-002-014,01-04
01,BUDAPEST,04,002,Budapest II,07,015,Fillér u. 70-76. (Fillér Ált. Isk.),1022,1022,N,I,01-002-015,01-04
01,BUDAPEST,04,002,Budapest II,04,016,Törökvész út 18. (Kézműv. Óvoda),1022,1022,N,I,01-002-016,01-04
01,BUDAPEST,04,002,Budapest II,06,017,Pitypang u. 17. (Ált. Isk.),1025,1025,N,I,01-002-017,01-04
01,BUDAPEST,04,002,Budapest II,06,018,Törökvész út 67. (Ált. Isk.),1025,1025,N,N,01-002-018,01-04
01,BUDAPEST,04,002,Budapest II,08,019,Törökvész út 48-54. (Móricz Zs. Gimn.),1026,1026,N,N,01-002-019,01-04
01,BUDAPEST,04,002,Budapest II,08,020,Fenyves u. 1. (Ált. Isk.),1026,1026,N,N,01-002-020,01-04
01,BUDAPEST,04,002,Budapest II,11,021,Hűvösvölgyi út 12/B. (Bölcsőde),1026,1026,N,I,01-002-021,01-04
01,BUDAPEST,04,002,Budapest II,08,022,Törökvész út 48-54. (Móricz Zs. Gimn.),1026,1026,N,N,01-002-022,01-04
01,BUDAPEST,04,002,Budapest II,06,023,Pitypang u. 17. (Óvoda),1025,1025,N,I,01-002-023,01-04
01,BUDAPEST,04,002,Budapest II,10,024,Pitypang u. 17. (Óvoda),1025,1025,N,I,01-002-024,01-04
01,BUDAPEST,04,002,Budapest II,10,025,Pitypang u. 17. (Ált. Isk.),1025,1025,N,I,01-002-025,01-04
01,BUDAPEST,04,002,Budapest II,10,026,Törökvész út 67. (Ált. Isk.),1025,1025,N,N,01-002-026,01-04
01,BUDAPEST,04,002,Budapest II,09,027,Pasaréti út 191-193. (Szabó L. Ált. Isk. és Gimn.),1026,1026,N,I,01-002-027,01-04
01,BUDAPEST,04,002,Budapest II,08,028,Pasaréti út 191-193. (Szabó L. Ált. Isk. és Gimn.),1026,1026,N,N,01-002-028,01-04
01,BUDAPEST,04,002,Budapest II,11,029,Hűvösvölgyi út 12/B. (Bölcsőde),1026,1026,N,I,01-002-029,01-04
01,BUDAPEST,04,002,Budapest II,08,030,Hűvösvölgyi út 12/B. (Bölcsőde),1026,1026,N,I,01-002-030,01-04
01,BUDAPEST,04,002,Budapest II,09,031,Pasaréti út 191-193. (Szabó L. Ált. Isk. és Gimn.),1021,1021,N,N,01-002-031,01-04
01,BUDAPEST,04,002,Budapest II,10,032,Pasaréti út 191-193. (Szabó L. Ált. Isk. és Gimn.),1025,1025,N,N,01-002-032,01-04
01,BUDAPEST,04,002,Budapest II,10,033,Völgy u. 1-3. (Óvoda),1021,1021,N,I,01-002-033,01-04
01,BUDAPEST,04,002,Budapest II,11,034,Völgy u. 1-3. (Óvoda),1021,1021,N,I,01-002-034,01-04
01,BUDAPEST,04,002,Budapest II,12,035,Máriaremetei út 71. (Ált. Isk.),1029,1029,N,I,01-002-035,01-04
01,BUDAPEST,04,002,Budapest II,12,036,Kossuth L. u. 15-17. (Ált. Isk.),1028,1028,N,N,01-002-036,01-04
01,BUDAPEST,04,002,Budapest II,12,037,Kossuth L. u. 15-17. (Ált. Isk.),1028,1028,N,N,01-002-037,01-04
01,BUDAPEST,04,002,Budapest II,13,038,Kossuth L. u. 15-17. (Ált. Isk.),1028,1028,N,N,01-002-038,01-04
01,BUDAPEST,04,002,Budapest II,14,039,Templom u. 2-10. (Klebelsberg K. Műv. Közp.),1028,1028,N,I,01-002-039,01-04
01,BUDAPEST,04,002,Budapest II,14,040,Templom u. 2-10. (Klebelsberg K. Műv. Közp.),1028,1028,N,I,01-002-040,01-04
01,BUDAPEST,04,002,Budapest II,14,041,Templom u. 2-10. (Klebelsberg K. Műv. Közp.),1029,1029,N,I,01-002-041,01-04
01,BUDAPEST,04,002,Budapest II,14,042,Máriaremetei út 185. (Óvoda),1029,1029,N,N,01-002-042,01-04
01,BUDAPEST,04,002,Budapest II,14,043,Hímes u. 3. (Cserkészház),1029,1029,N,I,01-002-043,01-04
01,BUDAPEST,04,002,Budapest II,13,044,Szabadság út 23. (Klebelsberg K. Ált. I. és Gimn.),1028,1028,N,I,01-002-044,01-04
01,BUDAPEST,04,002,Budapest II,13,045,Máriaremetei út 185. (Óvoda),1029,1029,N,N,01-002-045,01-04
01,BUDAPEST,04,002,Budapest II,13,046,Szabadság út 23. (Klebelsberg K. Ált. I. és Gimn.),1028,1028,N,I,01-002-046,01-04
01,BUDAPEST,04,002,Budapest II,13,047,Máriaremetei út 185. (Óvoda),1029,1029,N,N,01-002-047,01-04
01,BUDAPEST,04,002,Budapest II,12,048,Máriaremetei út 71. (Ált. Isk.),1029,1029,N,I,01-002-048,01-04
01,BUDAPEST,04,002,Budapest II,12,049,Kútföldi út 1. (Közösségi Ház),1029,1029,N,I,01-002-049,01-04
01,BUDAPEST,04,002,Budapest II,11,050,Labanc u. 2. (Óvoda),1021,1021,N,I,01-002-050,01-04
01,BUDAPEST,04,002,Budapest II,09,051,Budenz út 20-22. (Budenz J. Ált. Isk. és Gimn.),1021,1021,N,N,01-002-051,01-04
01,BUDAPEST,04,002,Budapest II,09,052,Budenz út 20-22. (Budenz J. Ált. Isk. és Gimn.),1021,1021,N,N,01-002-052,01-04
01,BUDAPEST,04,002,Budapest II,09,053,Budenz út 20-22. (Budenz J. Ált. Isk. és Gimn.),1021,1021,N,N,01-002-053,01-04
01,BUDAPEST,04,002,Budapest II,11,054,Budenz út 20-22. (Budenz J. Ált. Isk. és Gimn.),1021,1021,N,N,01-002-054,01-04
01,BUDAPEST,04,002,Budapest II,07,055,Pasaréti út 41. (Bölcsőde),1026,1026,N,N,01-002-055,01-04
01,BUDAPEST,04,002,Budapest II,02,056,Érmelléki út 12. (Óvoda),1024,1024,N,N,01-002-056,01-04
01,BUDAPEST,04,002,Budapest II,07,057,Érmelléki út 12. (Óvoda),1026,1026,N,N,01-002-057,01-04
01,BUDAPEST,04,002,Budapest II,02,058,Marczibányi tér 1. (Kodály Z. Ált. Isk. és Gimn.),1024,1024,N,N,01-002-058,01-04
01,BUDAPEST,04,002,Budapest II,02,059,Marczibányi tér 1. (Kodály Z. Ált. Isk. és Gimn.),1024,1024,N,N,01-002-059,01-04
01,BUDAPEST,04,002,Budapest II,02,060,Marczibányi tér 1. (Kodály Z. Ált. Isk. és Gimn.),1024,1024,N,N,01-002-060,01-04
01,BUDAPEST,04,002,Budapest II,03,061,Keleti K. u. 37. (II. Rákóczi F. Gimn.),1022,1022,N,I,01-002-061,01-04
01,BUDAPEST,04,002,Budapest II,02,062,Keleti K. u. 37. (II. Rákóczi F. Gimn.),1024,1024,N,I,01-002-062,01-04
01,BUDAPEST,04,002,Budapest II,03,063,Keleti K. u. 37. (II. Rákóczi F. Gimn.),1022,1022,N,I,01-002-063,01-04
01,BUDAPEST,04,002,Budapest II,03,064,Kitaibel Pál u. 10. (Óvoda),1024,1024,N,N,01-002-064,01-04
01,BUDAPEST,04,002,Budapest II,04,065,Kitaibel Pál u. 10. (Óvoda),1023,1023,N,N,01-002-065,01-04
01,BUDAPEST,04,002,Budapest II,05,066,Bem J. tér 2. (Gondozási Központ),1027,1027,N,I,01-002-066,01-04
01,BUDAPEST,04,002,Budapest II,01,067,Medve u. 5-7. (Csik F. Ált. Isk. és Gimn.),1027,1027,N,I,01-002-067,01-04
01,BUDAPEST,04,002,Budapest II,01,068,Medve u. 5-7. (Csik F. Ált. Isk. és Gimn.),1027,1027,N,I,01-002-068,01-04
01,BUDAPEST,04,002,Budapest II,03,069,Kitaibel Pál u. 10. (Óvoda),1027,1027,N,N,01-002-069,01-04
01,BUDAPEST,04,002,Budapest II,01,070,Kapás u. 55. (Budai Táncklub),1027,1027,N,N,01-002-070,01-04
01,BUDAPEST,04,002,Budapest II,01,071,Medve u. 5-7. (Csik F. Ált. Isk. és Gimn.),1027,1027,N,I,01-002-071,01-04
01,BUDAPEST,04,002,Budapest II,03,072,Varsányi I. u. 32. (Bölcsőde),1027,1027,N,I,01-002-072,01-04
01,BUDAPEST,04,002,Budapest II,01,073,Varsányi I. u. 32. (Bölcsőde),1027,1027,N,I,01-002-073,01-04
01,BUDAPEST,04,002,Budapest II,11,074,Labanc u. 2. (Óvoda),1021,1021,N,I,01-002-074,01-04
01,BUDAPEST,04,003,Budapest III,01,001,Árpád fejedelem útja 60. (Óvoda),1036,1036,N,I,01-003-001,01-04
01,BUDAPEST,04,003,Budapest III,01,002,Nagyszombat utca 19. (Árpád Gimnázium),1034,1034,N,N,01-003-002,01-04
01,BUDAPEST,04,003,Budapest III,03,003,Nagyszombat utca 19. (Árpád Gimnázium),1034,1034,N,N,01-003-003,01-04
01,BUDAPEST,04,003,Budapest III,03,004,Nagyszombat utca 19. (Árpád Gimnázium),1034,1034,N,I,01-003-004,01-04
01,BUDAPEST,04,003,Budapest III,03,005,San Marco utca 81. (Óbudai Kulturális Központ),1034,1034,N,I,01-003-005,01-04
01,BUDAPEST,04,003,Budapest III,04,006,Nagyszombat utca 19. (Árpád Gimnázium),1036,1036,N,N,01-003-006,01-04
01,BUDAPEST,04,003,Budapest III,04,007,San Marco utca 81. (Óbudai Kulturális Központ),1034,1034,N,I,01-003-007,01-04
01,BUDAPEST,04,003,Budapest III,04,008,Bécsi út 96/B. (Óbudai Egyetem),1037,1037,N,I,01-003-008,01-04
01,BUDAPEST,04,003,Budapest III,04,009,Bécsi út 96/B. (Óbudai Egyetem),1037,1037,N,I,01-003-009,01-04
01,BUDAPEST,04,003,Budapest III,05,010,Erdőalja út 5. (Általános Iskola),1032,1032,N,N,01-003-010,01-04
01,BUDAPEST,04,003,Budapest III,08,011,Erdőalja út 5. (Általános Iskola),1037,1037,N,N,01-003-011,01-04
01,BUDAPEST,04,003,Budapest III,05,012,Erdőalja út 5. (Általános Iskola),1037,1037,N,N,01-003-012,01-04
01,BUDAPEST,04,003,Budapest III,08,013,Erdőalja út 5. (Általános Iskola),1037,1037,N,N,01-003-013,01-04
01,BUDAPEST,04,003,Budapest III,08,014,Bécsi út 375. (Általános Iskola),1037,1037,N,I,01-003-014,01-04
01,BUDAPEST,04,003,Budapest III,08,015,Bécsi út 375. (Általános Iskola),1037,1037,N,N,01-003-015,01-04
01,BUDAPEST,04,003,Budapest III,08,016,Bécsi út 375. (Általános Iskola),1037,1037,N,N,01-003-016,01-04
01,BUDAPEST,11,003,Budapest III,01,017,Mókus utca 2. (Általános Iskola),1036,1036,N,N,01-003-017,01-11
01,BUDAPEST,11,003,Budapest III,01,018,Mókus utca 1. (Óvoda),1036,1036,N,I,01-003-018,01-11
01,BUDAPEST,11,003,Budapest III,01,019,Mókus utca 2. (Általános Iskola),1036,1036,N,N,01-003-019,01-11
01,BUDAPEST,11,003,Budapest III,03,020,San Marco utca 81. (Óbudai Kulturális Központ),1034,1034,N,I,01-003-020,01-11
01,BUDAPEST,11,003,Budapest III,03,021,Solymár utca 12. (Bölcsőde),1032,1032,N,I,01-003-021,01-11
01,BUDAPEST,11,003,Budapest III,03,022,Zápor utca 90. (Általános Iskola),1032,1032,N,N,01-003-022,01-11
01,BUDAPEST,11,003,Budapest III,04,023,Zápor utca 90. (Általános Iskola),1032,1032,N,N,01-003-023,01-11
01,BUDAPEST,11,003,Budapest III,04,024,Váradi utca 15/B. (Általános Iskola),1032,1032,N,N,01-003-024,01-11
01,BUDAPEST,11,003,Budapest III,05,025,Váradi utca 15/B.(Általános Iskola),1032,1032,N,N,01-003-025,01-11
01,BUDAPEST,11,003,Budapest III,05,026,Váradi utca 15/A. Óvoda,1032,1032,N,I,01-003-026,01-11
01,BUDAPEST,11,003,Budapest III,02,027,Harrer Pál utca 7. (Általános Iskola),1033,1033,N,I,01-003-027,01-11
01,BUDAPEST,11,003,Budapest III,02,028,Harrer Pál utca 7. (Általános Iskola),1033,1033,N,I,01-003-028,01-11
01,BUDAPEST,11,003,Budapest III,02,029,Harrer Pál utca 7. (Általános Iskola),1033,1033,N,I,01-003-029,01-11
01,BUDAPEST,11,003,Budapest III,02,030,Harrer Pál utca 7. (Általános Iskola),1033,1033,N,I,01-003-030,01-11
01,BUDAPEST,11,003,Budapest III,02,031,Gázgyári lakótelepi Óvoda,1031,1031,I,I,01-003-031,01-11
01,BUDAPEST,11,003,Budapest III,06,032,Kerék utca 18-20. (Általános Iskola),1035,1035,N,I,01-003-032,01-11
01,BUDAPEST,11,003,Budapest III,06,033,Kerék utca 18-20. (Általános Iskola),1035,1035,N,I,01-003-033,01-11
01,BUDAPEST,11,003,Budapest III,06,034,Kerék utca 18-20. (Általános Iskola),1035,1035,N,I,01-003-034,01-11
01,BUDAPEST,11,003,Budapest III,06,035,"Szellő utca 9-11. (Óvoda, Általános Iskola)",1033,1033,N,I,01-003-035,01-11
01,BUDAPEST,11,003,Budapest III,07,036,Meggyfa utca 14. (Óvoda),1035,1035,N,I,01-003-036,01-11
01,BUDAPEST,11,003,Budapest III,06,037,Kerék utca 18-20. (Általános Iskola),1035,1035,N,I,01-003-037,01-11
01,BUDAPEST,11,003,Budapest III,05,038,Kerék utca 18-20. (Általános Iskola),1035,1035,N,I,01-003-038,01-11
01,BUDAPEST,11,003,Budapest III,05,039,Meggyfa utca 14. (Óvoda),1037,1037,N,I,01-003-039,01-11
01,BUDAPEST,11,003,Budapest III,07,040,"Szellő utca 9-11. (Óvoda, Általános Iskola)",1033,1033,N,I,01-003-040,01-11
01,BUDAPEST,11,003,Budapest III,07,041,Szérűskert utca 40-42. (Általános Iskola),1033,1033,N,N,01-003-041,01-11
01,BUDAPEST,11,003,Budapest III,07,042,Szérűskert utca 40-42. (Általános Iskola),1031,1031,N,N,01-003-042,01-11
01,BUDAPEST,11,003,Budapest III,07,043,Szérűskert utca 40-42. (Általános Iskola),1033,1033,N,N,01-003-043,01-11
01,BUDAPEST,11,003,Budapest III,09,044,Szérűskert utca 40-42. (Általános Iskola),1033,1033,N,I,01-003-044,01-11
01,BUDAPEST,11,003,Budapest III,09,045,Gyógyszergyár utca 22-24. (Általános Iskola),1031,1031,N,I,01-003-045,01-11
01,BUDAPEST,11,003,Budapest III,08,046,Gyógyszergyár utca 22-24. (Általános Iskola),1037,1037,N,I,01-003-046,01-11
01,BUDAPEST,11,003,Budapest III,09,047,Bécsi út 375. (Általános Iskola),1037,1037,N,I,01-003-047,01-11
01,BUDAPEST,11,003,Budapest III,09,048,Bécsi út 375. (Általános Iskola),1031,1031,N,N,01-003-048,01-11
01,BUDAPEST,11,003,Budapest III,09,049,Bécsi út 375. (Általános Iskola),1031,1031,N,N,01-003-049,01-11
01,BUDAPEST,11,003,Budapest III,09,050,Keve utca 41. (Általános Iskola),1031,1031,N,N,01-003-050,01-11
01,BUDAPEST,11,003,Budapest III,10,051,Arató Emil tér 1. (Általános Iskola),1031,1031,N,N,01-003-051,01-11
01,BUDAPEST,11,003,Budapest III,10,052,Arató Emil tér 1. (Általános Iskola),1031,1031,N,I,01-003-052,01-11
01,BUDAPEST,11,003,Budapest III,10,053,Arató Emil tér 1. (Általános Iskola),1031,1031,N,N,01-003-053,01-11
01,BUDAPEST,11,003,Budapest III,02,054,Arató Emil tér 1. (Általános Iskola),1031,1031,N,I,01-003-054,01-11
01,BUDAPEST,11,003,Budapest III,10,055,Arató Emil tér 1. (Általános Iskola),1031,1031,N,N,01-003-055,01-11
01,BUDAPEST,11,003,Budapest III,10,056,Arató Emil tér 1. (Általános Iskola),1031,1031,N,N,01-003-056,01-11
01,BUDAPEST,11,003,Budapest III,11,057,Arató Emil tér 2. (Óvoda),1031,1031,N,I,01-003-057,01-11
01,BUDAPEST,11,003,Budapest III,11,058,Keve utca 41. (Általános Iskola),1031,1031,N,N,01-003-058,01-11
01,BUDAPEST,11,003,Budapest III,11,059,Keve utca 41. (Általános Iskola),1039,1039,N,N,01-003-059,01-11
01,BUDAPEST,11,003,Budapest III,11,060,Keve utca 41. (Általános Iskola),1039,1039,N,N,01-003-060,01-11
01,BUDAPEST,11,003,Budapest III,11,061,Keve utca 41. (Általános Iskola),1039,1039,N,N,01-003-061,01-11
01,BUDAPEST,11,003,Budapest III,11,062,Hunyadi utca 8-10. (Óvoda),1039,1039,N,I,01-003-062,01-11
01,BUDAPEST,11,003,Budapest III,11,063,Fodros utca 38-40. (Általános Iskola),1039,1039,N,N,01-003-063,01-11
01,BUDAPEST,11,003,Budapest III,15,064,Királyok útja 178/E. (Általános Iskola),1039,1039,N,I,01-003-064,01-11
01,BUDAPEST,11,003,Budapest III,12,065,Ürömi út 2. (Óvoda),1039,1039,N,I,01-003-065,01-11
01,BUDAPEST,11,003,Budapest III,09,066,Ürömi út 2. (Óvoda),1038,1038,N,I,01-003-066,01-11
01,BUDAPEST,11,003,Budapest III,12,067,Ürömi út 2. (Óvoda),1038,1038,N,I,01-003-067,01-11
01,BUDAPEST,11,003,Budapest III,12,068,Dózsa György utca 42. (Általános Iskola),1038,1038,N,I,01-003-068,01-11
01,BUDAPEST,11,003,Budapest III,12,069,Dózsa György utca 42. (Általános Iskola),1038,1038,N,I,01-003-069,01-11
01,BUDAPEST,11,003,Budapest III,12,070,Bárczi Géza utca 2. (Általános Iskola),1039,1039,N,I,01-003-070,01-11
01,BUDAPEST,11,003,Budapest III,12,071,Bárczi Géza utca 2. (Általános Iskola),1039,1039,N,I,01-003-071,01-11
01,BUDAPEST,11,003,Budapest III,13,072,Dózsa György utca 42. (Általános Iskola),1038,1038,N,I,01-003-072,01-11
01,BUDAPEST,11,003,Budapest III,13,073,Templom utca 5. (Általános Iskola),1038,1038,N,N,01-003-073,01-11
01,BUDAPEST,11,003,Budapest III,13,074,Bárczi Géza utca 2. (Általános Iskola),1039,1039,N,I,01-003-074,01-11
01,BUDAPEST,11,003,Budapest III,13,075,Bárczi Géza utca 2. (Általános Iskola),1039,1039,N,I,01-003-075,01-11
01,BUDAPEST,11,003,Budapest III,13,076,Pais Dezső utca 1-3. (Általános Iskola),1039,1039,N,I,01-003-076,01-11
01,BUDAPEST,11,003,Budapest III,14,077,Templom utca 5. (Általános Iskola),1038,1038,N,N,01-003-077,01-11
01,BUDAPEST,11,003,Budapest III,14,078,Pais Dezső utca 1-3. (Általános Iskola),1039,1039,N,I,01-003-078,01-11
01,BUDAPEST,11,003,Budapest III,14,079,Pais Dezső utca 1-3. ((Általános Iskola),1039,1039,N,I,01-003-079,01-11
01,BUDAPEST,11,003,Budapest III,14,080,Pais Dezső utca 1-3. (Általános Iskola),1039,1039,N,I,01-003-080,01-11
01,BUDAPEST,11,003,Budapest III,14,081,Medgyessy Ferenc utca 2-4. (Általános Iskola),1039,1039,N,N,01-003-081,01-11
01,BUDAPEST,11,003,Budapest III,14,082,Zipernowsky Károly utca 4. (Szakiskola),1039,1039,N,I,01-003-082,01-11
01,BUDAPEST,11,003,Budapest III,15,083,Medgyessy Ferenc utca 2-4. (Általános Iskola),1039,1039,N,N,01-003-083,01-11
01,BUDAPEST,11,003,Budapest III,15,084,Medgyessy Ferenc utca 2-4. (Általános Iskola),1039,1039,N,N,01-003-084,01-11
01,BUDAPEST,11,003,Budapest III,15,085,Medgyessy Ferenc utca 2-4. (Általános Iskola),1039,1039,N,N,01-003-085,01-11
01,BUDAPEST,11,003,Budapest III,15,086,Medgyessy Ferenc utca 2-4. (Általános Iskola),1039,1039,N,N,01-003-086,01-11
01,BUDAPEST,11,003,Budapest III,15,087,Zipernowsky Károly utca 1-3. (Általános Iskola),1039,1039,N,N,01-003-087,01-11
01,BUDAPEST,11,003,Budapest III,16,088,Zipernowsky Károly utca 1-3. (Általános Iskola),1039,1039,N,N,01-003-088,01-11
01,BUDAPEST,11,003,Budapest III,16,089,Zipernowsky Károly utca 1-3. (Általános Iskola),1039,1039,N,N,01-003-089,01-11
01,BUDAPEST,11,003,Budapest III,16,090,Zipernowsky Károly utca 4. (Szakiskola),1039,1039,N,I,01-003-090,01-11
01,BUDAPEST,11,003,Budapest III,16,091,Zipernowsky Károly utca 4. (Szakiskola),1039,1039,N,I,01-003-091,01-11
01,BUDAPEST,11,003,Budapest III,16,092,Zipernowsky Károly utca 4. (Szakiskola),1039,1039,N,I,01-003-092,01-11
01,BUDAPEST,11,003,Budapest III,16,093,Zipernowsky Károly utca 4. (Szakiskola),1039,1039,N,I,01-003-093,01-11
01,BUDAPEST,11,003,Budapest III,08,094,Bécsi út 375. (Általános Iskola),1037,1037,N,N,01-003-094,01-11
01,BUDAPEST,13,004,Budapest IV,01,001,Homoktövis utca 100. (Homoktövis Általános Isk.),1048,1048,N,I,01-004-001,01-13
01,BUDAPEST,13,004,Budapest IV,01,002,Homoktövis utca 100. (Homoktövis Általános Isk.),1048,1048,N,I,01-004-002,01-13
01,BUDAPEST,13,004,Budapest IV,01,003,Homoktövis utca 100. (Homoktövis Általános Isk.),1048,1048,N,I,01-004-003,01-13
01,BUDAPEST,13,004,Budapest IV,01,004,Homoktövis utca 100. (Homoktövis Általános Isk.),1048,1048,N,I,01-004-004,01-13
01,BUDAPEST,13,004,Budapest IV,01,005,Homoktövis utca 100. (Homoktövis Általános Isk.),1048,1048,N,I,01-004-005,01-13
01,BUDAPEST,13,004,Budapest IV,02,006,Bőrfestő utca 5-9. (Csokonai Gimn. és Ált. Isk.),1048,1048,N,I,01-004-006,01-13
01,BUDAPEST,13,004,Budapest IV,02,007,Bőrfestő utca 5-9. (Csokonai Gimn. és Ált. Isk.),1048,1048,N,I,01-004-007,01-13
01,BUDAPEST,13,004,Budapest IV,02,008,Bőrfestő utca 5-9. (Csokonai Gimn. és Ált. Isk.),1048,1048,N,I,01-004-008,01-13
01,BUDAPEST,13,004,Budapest IV,02,009,Tóth Aladár utca 16-18. (Babits Gimnázium),1048,1048,N,I,01-004-009,01-13
01,BUDAPEST,13,004,Budapest IV,02,010,Tóth Aladár utca 16-18. (Babits Gimnázium),1048,1048,N,I,01-004-010,01-13
01,BUDAPEST,13,004,Budapest IV,03,011,Tóth Aladár utca 16-18. (Babits Gimnázium),1048,1048,N,I,01-004-011,01-13
01,BUDAPEST,13,004,Budapest IV,03,012,Hajló utca 2-8. (Karinty Ált. Isk. volt ÁMK),1048,1048,N,I,01-004-012,01-13
01,BUDAPEST,13,004,Budapest IV,03,013,Hajló utca 2-8. (Karinty Ált. Isk. volt ÁMK),1048,1048,N,I,01-004-013,01-13
01,BUDAPEST,13,004,Budapest IV,03,014,Hajló utca 2-8. (Karinty Ált. Isk. volt ÁMK),1048,1048,N,I,01-004-014,01-13
01,BUDAPEST,13,004,Budapest IV,03,015,Hajló utca 2-8. (Karinthy Ált. Isk. volt ÁMK),1048,1048,N,I,01-004-015,01-13
01,BUDAPEST,13,004,Budapest IV,04,016,Megyeri út 20. (Megyeri Általános Isk.),1044,1044,N,I,01-004-016,01-13
01,BUDAPEST,12,004,Budapest IV,04,017,Megyeri út 20. (Megyeri Általános Isk.),1044,1044,N,I,01-004-017,01-12
01,BUDAPEST,12,004,Budapest IV,04,018,Megyeri út 20. (Megyeri Általános Isk.),1044,1044,N,I,01-004-018,01-12
01,BUDAPEST,12,004,Budapest IV,04,019,Megyeri út 20. (Megyeri Általános Isk.),1044,1044,N,I,01-004-019,01-12
01,BUDAPEST,12,004,Budapest IV,04,020,Megyeri út 20. (Megyeri Általános Isk.),1044,1044,N,N,01-004-020,01-12
01,BUDAPEST,13,004,Budapest IV,05,021,Hajló utca 2-8. (Karinty Ált. Isk. volt ÁMK),1048,1048,N,I,01-004-021,01-13
01,BUDAPEST,13,004,Budapest IV,05,022,Fóti út 66. (Angol Nyelvi Általános Isk.),1046,1046,N,N,01-004-022,01-13
