source,target,kozos_hatar_m
N001226,N004122,2813.512
N001226,N004119,1275.552
N001226,N004120,618.187
N001226,N004121,1157.846
N001226,N001228,15699.816
N001226,N001266,5631.208
N001226,N001229,21594.414
N001226,N001227,7902.722
N001227,N001266,2639.985
N001227,N001229,16996.919
N001227,N002181,8420.235
N001227,N004142,1636.172
N001227,N002333,10874.567
N001227,N002320,1012.879
N001227,N002218,5797.552
N001228,N004063,2312.436
N001228,N004118,279.924
N001228,N001230,8521.98
N001228,N001266,13290.555
N001228,N002135,4157.6
N001228,N002162,2154.664
N001229,N001258,6403.855
N001229,N002320,19151.406
N001230,N004069,16371.573
N001230,N001254,11566.133
N001230,N002162,2076.873
N001230,N002123,1674.205
N001231,N001236,10692.559
N001231,N001232,15153.711
N001231,N001261,1980.479
N001231,N001247,2865.577
N001231,N001252,30650.356
N001231,N001249,18843.756
N001231,N001234,12898.79
N001232,N001265,1129.995
N001232,N001236,1753.836
N001233,N001237,4941.716
N001233,N001240,4016.423
N001234,N001252,11479.778
N001234,N001249,5455.687
N001234,N001440,4237.847
N001234,N001456,5599.093
N001234,N001268,12100.787
N001235,N001257,3292.082
N001235,N001240,7162.709
N001235,N001248,14128.383
N001235,N004059,7802.985
N001236,N001259,4458.524
N001236,N001265,12159.321
N001236,N001252,8714.258
N001237,N001250,8455.911
N001237,N001257,12375.52
N001238,N001243,11695.507
N001238,N001272,59.428
N001239,N001271,8226.788
N001239,N001244,21184.127
N001239,N001278,10678.476
N001240,N001263,1242.97
N001241,N001244,5852.802
N001241,N001242,5923.46
N001242,N001244,5443.842
N001242,N001270,3337.438
N001242,N001246,8069.249
N001243,N001257,9420.929
N001243,N001248,12758.493
N001243,N001272,12360.169
N001244,N001246,1686.828
N001244,N001278,210.149
N001245,N001270,2645.405
N001245,N001276,8205.898
N001246,N001270,93.968
N001247,N001261,7649.058
N001247,N004067,7813.951
N001247,N004094,5541.386
N001248,N001257,1949.554
N001248,N001272,2658.963
N001248,N004059,4890.082
N001249,N001252,4220.715
N001249,N004061,3196.927
N001249,N004116,1691.137
N001251,N001278,1749.574
N001251,N001260,2201.373
N001252,N001259,15396.866
N001252,N001426,5903.155
N001252,N001434,4840.315
N001252,N001440,2298.317
N001253,N001275,3511.006
N001253,N001255,8273.009
N001253,N002244,9676.645
N001253,N001256,11980.2
N001253,N001254,8827.559
N001254,N002244,2837.652
N001254,N004069,912.443
N001254,N001256,20343.583
N001254,N002123,11566.374
N001254,N002287,3008.222
N001254,N002247,6925.796
N001255,N001275,3161.449
N001256,N001275,3343.046
N001256,N004069,5317.519
N001258,N001274,14893.548
N001258,N001269,3397.766
N001258,N002320,2514.354
N001259,N001264,13876.467
N001259,N001262,2102.689
N001259,N001426,17267.61
N001262,N001264,16119.786
N001263,N001276,5358.032
N001263,N001267,3329.7
N001266,N002135,3014.629
N001266,N002333,12451.416
N001268,N001273,14661.063
N001269,N001274,6306.664
N001269,N002308,7732.328
N001272,N004059,3285.289
N001272,N001275,6517.259
N001274,N002320,1451.867
N001274,N002308,4168.697
N001275,N004059,7633.556
N001275,N004069,1364.882
N001277,N001278,14606.75
N001279,N001344,6606.129
N001279,N001393,8883.621
N001279,N001317,1641.942
N001279,N001398,6915.113
N001280,N001394,4954.082
N001280,N001352,4756.959
N001280,N001332,6754.717
N001280,N001414,3264.454
N001280,N001389,6306.526
N001280,N001318,4177.171
N001281,N001299,7328.586
N001281,N001334,1449.697
N001281,N001387,7706.522
N001281,N001392,10910.311
N001281,N001314,8891.832
N001281,N001300,1914.908
N001282,N001355,5925.137
N001282,N001360,4524.623
N001282,N001298,2957.508
N001282,N001303,4308.185
N001283,N001363,2117.983
N001283,N001368,4773.996
N001283,N001395,8761.505
N001283,N001647,3157.399
N001283,N001600,6393.785
N001283,N001662,1391.223
N001284,N001414,969.681
N001284,N001297,2476.33
N001284,N001389,6461.202
N001284,N001329,7711.585
N001284,N001318,4880.057
N001284,N001354,4180.808
N001285,N001328,1445.234
N001285,N001326,10003.511
N001285,N001340,12412.325
N001285,N001289,2060.626
N001285,N001349,1420.018
N001285,N001384,5258.788
N001285,N001311,3555.148
N001286,N001350,554.051
N001286,N001288,3138.41
N001286,N001295,4252.898
N001287,N001370,4113.393
N001287,N001304,4543.186
N001287,N001397,1908.375
N001287,N001296,1163.715
N001287,N001327,6257.908
N001287,N001305,7466.125
N001288,N001306,5197.75
N001288,N001350,2135.069
N001288,N001375,955.103
N001288,N001372,2575.599
N001289,N001388,1451.462
N001289,N001369,915.579
N001289,N001340,6972.409
N001289,N001366,6952.302
N001289,N001349,16217.152
N001289,N001311,738.365
N001289,N001301,7777.551
N001289,N001307,423.668
N001290,N001303,2087.695
N001290,N001397,1552.596
N001290,N001315,8847.277
N001290,N001351,7416.438
N001290,N001295,5918.23
N001290,N001374,7594.631
N001291,N001326,9065.971
N001291,N001379,7828.497
N001291,N001377,6935.854
N001291,N001383,2295.634
N001291,N001311,211.086
N001292,N001346,5271.712
N001292,N001361,6976.883
N001292,N001362,6025.178
N001292,N001671,2426.388
N001292,N001623,3287.006
N001292,N001345,7018.542
N001293,N001419,7496.549
N001293,N001844,7536.308
N001293,N001324,11867.127
N001294,N001365,3275.397
N001294,N001378,16801.602
N001294,N001390,13703.976
N001295,N001351,447.409
N001295,N001350,3165.18
N001296,N001370,3254.438
N001296,N001371,2607.993
N001296,N001385,3043.447
N001296,N001336,1773.05
N001296,N001327,6911.717
N001296,N001313,705.597
N001296,N001378,4919.705
N001297,N001419,4690.348
N001297,N001413,5397.827
N001297,N001414,5420.635
N001297,N001324,3501.799
N001297,N001329,7562.805
N001298,N001387,84.732
N001298,N001335,5222.166
N001298,N001355,2740.591
N001298,N001314,2958.641
N001298,N001309,4337.702
N001298,N001308,6957.009
N001299,N001356,5653.369
N001299,N001339,873.631
N001299,N001342,2990.142
N001299,N001334,2004.517
N001299,N001323,9971.175
N001299,N001300,2298.325
N001299,N001344,899.138
N001300,N001392,5117.659
N001300,N001344,9294.263
N001300,N001338,9539.441
N001300,N001367,2529.124
N001300,N001361,1919.752
N001301,N001349,1650.987
N001301,N001311,9113.14
N001301,N001316,6769.783
N001302,N001324,4716.609
N001302,N001329,13277.527
N001302,N001341,2550.849
N001302,N001363,1522.692
N001302,N001354,3198.372
N001302,N001368,3679.104
N001302,N001376,2728.291
N001303,N001360,7127.652
N001303,N001308,11505.529
N001303,N001304,8456.99
N001303,N001397,6667.838
N001303,N001358,5780.238
N001303,N001315,11472.007
N001304,N001309,3717.897
N001304,N001308,2442.538
N001304,N001370,5618.745
N001305,N001397,1575.361
N001305,N001327,4504.184
N001305,N001351,4449.271
N001305,N001313,1920.544
N001305,N001306,4168.053
N001305,N001350,1659.834
N001305,N001375,4677.795
N001306,N001350,5433.095
N001306,N001375,3066.768
N001307,N001366,5572.321
N001307,N001349,4908.796
N001307,N001348,7802.374
N001308,N001309,7549.964
N001309,N001314,2941.905
N001309,N001391,8380.773
N001309,N001370,2074.7
N001310,N001365,11095.818
N001310,N001390,6428.038
N001310,N001330,4594.501
N001311,N001326,4279.565
N001311,N001384,5485.218
N001311,N001377,2317.237
N001311,N001333,9744.126
N001311,N001316,912.543
N001312,N001424,2948.792
N001312,N001380,5405.047
N001312,N001379,3236.504
N001312,N001394,5695.854
N001312,N001396,5930.954
N001313,N001327,3439.95
N001313,N001375,792.947
N001313,N001378,7077.585
N001314,N001387,4339.056
N001314,N001392,1176.221
N001314,N001391,7942.553
N001315,N001358,2669.897
N001315,N001374,5478.507
N001315,N001357,575.072
N001316,N001349,2284.426
N001316,N001333,4273.567
N001316,N001335,5962.858
N001316,N001373,4262.797
N001316,N001343,5825.336
N001317,N001344,2297.597
N001317,N001318,18618.738
N001317,N001354,4865.598
N001317,N001393,6360.655
N001317,N001398,7254.293
N001317,N001322,2309.534
N001317,N001321,17049.118
N001317,N001361,3621.57
N001317,N001362,204.574
N001318,N001332,4486.002
N001318,N001389,145.142
N001318,N001354,1186.57
N001318,N001393,1779.781
N001319,N001322,10530.528
N001319,N001321,12140.203
N001319,N001650,1167.326
N001319,N001347,1597.044
N001320,N001354,4714.614
N001320,N001376,9466.051
N001320,N001600,1259.292
N001320,N001322,12575.952
N001320,N001672,7282.146
N001320,N001650,8049.719
N001321,N001322,1955.059
N001321,N001347,8414.677
N001321,N001362,6292.792
N001322,N001354,4167.442
N001322,N001650,2498.262
N001323,N001342,2695.527
N001323,N001332,3117.93
N001323,N001344,1871.185
N001323,N001393,8697.298
N001324,N001419,2651.798
N001324,N001844,2801.025
N001324,N001399,7880.808
N001324,N001329,7768.38
N001324,N001325,2731.636
N001324,N001341,7341.443
N001325,N001864,1277.842
N001325,N001399,4370.571
N001325,N001341,5305.372
N001325,N001353,4203.987
N001326,N001364,2329.254
N001326,N001420,7342.183
N001326,N001328,7848.761
N001326,N001424,6303.443
N001326,N001384,3332.254
N001328,N001364,2555.76
N001328,N001382,6528.204
N001329,N001354,2415.808
N001330,N001365,5258.745
N001330,N001390,8518.512
N001330,N001624,1250.144
N001330,N001558,1664.399
N001330,N001669,9532.425
N001330,N001681,1945.986
N001331,N001365,10799.306
N001331,N001345,1533.618
N001331,N001627,3182.607
N001331,N001624,4279.821
N001332,N001352,2363.272
N001332,N001342,3331.508
N001332,N001393,4798.26
N001333,N001377,3370.758
N001333,N001339,11465.896
N001333,N001334,1918.018
N001333,N001335,721.031
N001334,N001339,7641.591
N001334,N001387,9384.447
N001334,N001335,3174.028
N001335,N001387,1766.74
N001335,N001343,3030.125
N001336,N001367,1545.326
N001336,N001371,2597.197
N001336,N001385,803.733
N001336,N001365,2657.53
N001336,N001378,1073.886
N001337,N001364,6085.53
N001337,N001453,7785.883
N001337,N001400,2644.688
N001337,N001382,10506.477
N001337,N001386,11478.069
N001337,N001340,4640.987
N001338,N001392,1689.275
N001338,N001391,9731.952
N001338,N001367,1805.283
N001339,N001377,1277.504
N001339,N001383,2375.39
N001339,N001356,5604.991
N001340,N001382,1149.49
N001340,N001386,9891.626
N001340,N001369,6866.419
N001340,N001349,2411.158
N001341,N001353,2272.685
N001341,N001592,711.559
N001341,N001363,8560.376
N001341,N001395,4178.695
N001342,N001352,2412.047
N001342,N001356,1922.513
N001343,N001373,5322.817
N001343,N001355,7499.174
N001343,N001360,1946.985
N001344,N001393,3253.416
N001344,N001361,3926.339
N001345,N001367,2847.801
N001345,N001346,4050.119
N001345,N001365,2397.789
N001345,N001623,1915.959
N001345,N001627,9213.596
N001346,N001367,9354.946
N001346,N001361,1177.766
N001347,N001650,7898.511
N001347,N001362,404.473
N001347,N001674,1299.259
N001347,N001671,2941.954
N001347,N001559,7536.83
N001348,N001349,3051.142
N001348,N001373,5308.426
N001349,N001373,2322.895
N001350,N001351,9514.973
N001351,N001397,4294.717
N001352,N001394,2057.588
N001352,N001396,2848.811
N001352,N001383,5476.147
N001352,N001356,2639.773
N001353,N001864,3743.163
N001353,N001584,1813.395
N001353,N001592,4379.189
N001354,N001376,1486.69
N001355,N001360,1740.158
N001356,N001383,4975.803
N001357,N001374,11461.537
N001357,N003861,4476.216
N001359,N001373,1431.804
N001359,N001360,8710.485
N001360,N001373,2178.756
N001361,N001367,6648.378
N001361,N001362,7896.088
N001362,N001671,1261.756
N001363,N001368,3540.872
N001363,N001395,1291.14
N001364,N001466,6480.01
N001364,N001422,6175.802
N001364,N001464,5826.62
N001364,N001453,1369.259
N001364,N001420,5037.086
N001364,N001382,7766.845
N001365,N001367,3299.396
N001365,N001378,3232.173
N001365,N001390,228.347
N001365,N001624,4736.481
N001366,N001388,16367.537
N001366,N001456,9266.012
N001367,N001391,1338.36
N001367,N001370,7131.313
N001367,N001371,4773.22
N001368,N001376,7252.524
N001369,N001386,9871.056
N001369,N001388,18421.244
N001370,N001391,7440.288
N001370,N001381,6861.731
N001370,N001371,5618.145
N001371,N001385,2220.428
N001372,N001375,3309.851
N001372,N001378,9781.874
N001375,N001378,1228.327
N001376,N001600,1720.118
N001377,N001383,3520.47
N001378,N001390,3433.656
N001379,N001424,5415.208
N001379,N001396,6794.241
N001379,N001383,5124.257
N001380,N001412,2022.594
N001380,N001417,9586.915
N001380,N001424,3647.55
N001380,N001394,2585.922
N001380,N001414,2227.528
N001381,N001391,11329.102
N001383,N001396,468.901
N001386,N001400,6500.155
N001386,N001388,2622.671
N001388,N001454,4816.097
N001388,N001477,7591.858
N001388,N001456,2030.702
N001389,N001414,8473.74
N001390,N001681,3669.547
N001391,N001392,1889.211
N001394,N001396,2206.544
N001394,N001414,5650.786
N001395,N001592,1468.456
N001395,N001647,1356.192
N001395,N001600,2519.332
N001395,N001662,376.84
N001399,N001844,607.238
N001399,N001727,703.607
N001399,N001745,2600.806
N001399,N001864,2688.56
N001400,N001434,3661.042
N001400,N001433,17420.532
N001400,N001470,9423.788
N001400,N001453,10894.873
N001400,N001467,3802.592
N001400,N001454,7779.024
N001401,N001411,3957.475
N001401,N001410,12444.039
N001401,N001425,12496.753
N001402,N001426,12929.912
N001402,N001434,10256.682
N001403,N001472,2255.628
N001403,N001448,5371.684
N001403,N001451,12075.715
N001403,N001463,10867.659
N001403,N001476,5498.491
N001403,N001405,4131.482
N001403,N001449,4388.741
N001403,N001409,2040.527
N001403,N001423,9311.257
N001403,N001466,4070.728
N001403,N001431,2810.878
N001404,N001435,3103.584
N001404,N001442,13351.014
N001404,N001455,10208.982
N001404,N001460,1960.06
N001405,N001472,1529.544
N001405,N001441,5804.95
N001405,N001409,2408.47
N001406,N001407,2560.619
N001406,N001450,6671.503
N001406,N001435,5341.048
N001406,N001461,8168.175
N001406,N001459,4551.59
N001407,N001450,8761.594
N001407,N001465,7180.369
N001407,N001461,2667.521
N001408,N001472,7294.701
N001408,N001444,8337.508
N001408,N001441,16047.079
N001408,N001427,12007.929
N001408,N001452,3958.117
N001409,N001431,5299.281
N001410,N001411,5267.263
N001410,N001425,4967.196
N001410,N001416,10021.229
N001410,N001415,5298.362
N001411,N001449,1584.764
N001411,N001423,8749.783
N001411,N001422,6450.608
N001411,N001425,3332.492
N001411,N001416,5620.444
N001412,N001422,9242.037
N001412,N001425,2676.965
N001412,N001421,5901.01
N001412,N001420,3250.326
N001412,N001417,4189.32
N001412,N001424,5689.536
N001413,N001415,10935.272
N001413,N001445,1857.956
N001413,N001419,1282.629
N001413,N001414,9057.12
N001414,N001415,2022.167
N001414,N001417,6507.787
N001415,N001425,8252.072
N001415,N001421,11648.322
N001415,N001832,1199.187
N001415,N001416,5316.979
N001415,N001723,6483.886
N001415,N001771,8486.118
N001415,N001418,12661.808
N001415,N001417,7529.575
N001415,N001445,4645.358
N001416,N001829,10465.729
N001416,N001474,5933.512
N001416,N001449,1693.045
N001417,N001421,5454.164
N001418,N001771,2766.048
N001418,N001839,1227.484
N001418,N001811,6029.643
N001418,N001445,3677.581
N001419,N001839,5048.787
N001419,N001811,7987.863
N001419,N001868,455.251
N001419,N001445,8533.483
N001419,N001844,4761.524
N001420,N001422,7017.888
N001420,N001424,4046.84
N001421,N001425,9582.341
N001422,N001423,7811.181
N001422,N001466,9291.096
N001422,N001425,1542.452
N001423,N001449,7636.039
N001423,N001466,4623.196
N001426,N001430,17596.076
N001426,N001434,10164.935
N001426,N001433,11081.234
N001427,N001430,13244.112
N001427,N001452,3466.386
N001427,N001433,19529.627
N001427,N001457,998.884
N001428,N001438,5025.474
N001428,N001436,1258.244
N001428,N001447,7850.5
N001428,N001446,3603.549
N001428,N001429,5654.996
N001428,N001468,9440.894
N001428,N001448,3466.662
N001428,N001451,3318.351
N001429,N001439,14170.857
N001429,N001438,8860.162
N001429,N001468,2565.833
N001429,N001432,1798.811
N001429,N001472,8131.626
N001430,N001473,26295.928
N001430,N001432,4243.013
N001430,N001444,8396.146
N001431,N001441,7150.8
N001431,N001452,7794.096
N001431,N001466,7629.499
N001431,N001464,8032.494
N001432,N001439,2593.218
N001432,N001473,5045.232
N001432,N001472,7172.357
N001432,N001444,4963.438
N001433,N001434,3761.264
N001433,N001457,9843.158
N001433,N001453,1846.344
N001434,N001440,8632.626
N001434,N001470,2547.105
N001434,N001467,7675.783
N001434,N001462,7672.464
N001435,N001443,30401.765
N001435,N001450,11570.117
N001435,N001459,1403.108
N001435,N001442,3196.823
N001435,N001455,6605.618
N001436,N001438,3707.439
N001436,N001455,10465.6
N001436,N001475,7502.419
N001436,N001447,10138.576
N001437,N001443,14116.072
N001437,N001439,9539.108
N001437,N001438,6576.982
N001438,N001443,5086.792
N001438,N001439,7346.58
N001438,N001455,7146.507
N001439,N001473,17649.326
N001440,N001462,4066.383
N001440,N001456,7700.668
N001441,N001472,12903.295
N001441,N001452,5089.408
N001442,N001459,7980.674
N001442,N001460,1244.705
N001443,N001455,4266.926
N001444,N001472,6889.953
N001445,N001811,1305.614
N001446,N001475,2636.317
N001446,N001447,7603.05
N001446,N001469,6993.166
N001446,N001471,299.32
N001446,N001451,7107.987
N001447,N001475,4540.397
N001448,N001468,1288.683
N001448,N001472,4540.536
N001448,N001451,12808.611
N001448,N001463,6113.116
N001449,N001476,7302.787
N001449,N001474,6463.93
N001451,N001685,6720.294
N001451,N001471,14715.696
N001451,N001476,11278.714
N001452,N001457,3301.283
N001452,N001464,2976.942
N001453,N001457,2973.867
N001453,N001464,5509.604
N001454,N001467,7180.53
N001454,N001477,12114.488
N001455,N001460,2827.993
N001455,N001475,2665.759
N001456,N001477,9630.57
N001456,N001462,2186.562
N001456,N001458,8853.464
N001457,N001464,12517.86
N001458,N001467,4407.835
N001458,N001477,4870.543
N001458,N001462,7742.942
N001459,N001461,4510.685
N001460,N001475,6816.483
N001460,N001743,3962.802
N001460,N001469,4364.196
N001462,N001467,4594.843
N001463,N001472,18894.013
N001464,N001466,15769.907
N001467,N001470,5322.89
N001467,N001477,3059.458
N001468,N001472,11151.846
N001469,N001475,2835.535
N001469,N001743,4408.695
N001469,N001471,9251.778
N001471,N001685,4041.748
N001471,N001743,1150.006
N001471,N001758,6089.673
N001474,N001685,6774.423
N001474,N001847,2634.128
N001474,N001829,3519.695
N001474,N001476,7728.016
N001476,N001685,2719.133
N001478,N001533,1965.755
N001478,N001482,4407.772
N001478,N001487,4253.109
N001478,N001512,2925.234
N001479,N001515,3016.586
N001479,N001525,3146.276
N001479,N001502,2530.569
N001480,N001524,3479.134
N001480,N001545,2809.862
N001480,N001532,4621.831
N001480,N001497,1936.829
N001481,N001523,2250.141
N001481,N001490,6907.485
N001481,N001513,1911.178
N001481,N001495,3178.26
N001481,N001515,10642.664
N001481,N001489,4617.283
N001482,N001533,5368.904
N001482,N001488,3043.767
N001482,N001512,4738.256
