megye,megye_slug,eredeti_korzet,eredeti_target_mandatum,eredeti_avg_margin,eredeti_avg_polsby,szimulalt_korzet,szimulalt_target_mandatum,szimulalt_avg_margin,szimulalt_avg_polsby,szimulalt_avg_pop_dev,mandatum_valtozas
SZABOLCS-SZATMÁR-BEREG,szabolcs_szatmar_bereg,6,3,6.148166666666666,0.24713333333333334,6,5,6.363166666666667,0.20658333333333334,1.046,2
